"Invalid Elavon response: %1","Invalid Elavon response: %1"
"Can't make payments, missing data","Can't make payments, missing data"
"Unable to delete token from Opayo: missing data to proceed","Unable to delete token from Opayo: missing data to proceed"
"Unable to save token: payment token is null","Unable to save token: payment token is null"
"Unable to create token: customer id is empty","Unable to create token: customer id is empty"
"Unable to create token: token is empty","Unable to create token: token is empty"
"Unable to delete token from Opayo: customer does not own the token","Unable to delete token from Opayo: customer does not own the token"
"Cannot establish connection with Opayo API.","Cannot establish connection with Opayo API."
"Invalid url length (More than %1 characters), Try shorten your admin url or contact your developers","Invalid url length (More than %1 characters), Try shorten your admin url or contact your developers"
"Token already in vault","Token already in vault"
"<li>%1 <strong>(score: %2)</strong></li>","<li>%1 <strong>(score: %2)</strong></li>"
"This integration is deprecated and will be removed on the next release.","This integration is deprecated and will be removed on the next release."
"Please use Direct with DropIn interface.","Please use Direct with DropIn interface."
"You will be redirected to Opayo to complete payment.","You will be redirected to Opayo to complete payment."
"Opayo Information","Opayo Information"
"Sync from API","Sync from API"
VPSTxId,VPSTxId
VendorTxCode,VendorTxCode
Mode,Mode
Status,Status
"3D Status","3D Status"
"Address Verification Result","Address Verification Result"
"Postcode Verification Result","Postcode Verification Result"
"AVS/CV2 Applied","AVS/CV2 Applied"
"CV2 Verification Result","CV2 Verification Result"
"AVS and CV2 Verification Result","AVS and CV2 Verification Result"
"Fraud Information","Fraud Information"
"Not enough information.","Not enough information."
Provider,Provider
"Fraud Recommendation","Fraud Recommendation"
"Fraud result","Fraud result"
"Show 3rd Man scores","Show 3rd Man scores"
DESCRIPTION,DESCRIPTION
"(More information)","(More information)"
SCORE,SCORE
"Submit payment","Submit payment"
"Please click on Submit Order to load the secure credit card form.","Please click on Submit Order to load the secure credit card form."
"Card Holder Name","Card Holder Name"
"Credit Card Number","Credit Card Number"
"Expiration Date","Expiration Date"
"Card Verification Number","Card Verification Number"
"Submit a ticket","Submit a ticket"
"Now Available! ","Now Available! "
"Contact Us","Contact Us"
" for more info."," for more info."
"%1 <a id=""opayo-configurationguideurl"">Configuration guide</a>","%1 <a id=""opayo-configurationguideurl"">Configuration guide</a>"
"You are currently using all your credit card token slots.","You are currently using all your credit card token slots."
"Saved Credit Cards","Saved Credit Cards"
"CC Last 4 Digits","CC Last 4 Digits"
"CC Type","CC Type"
Date,Date
"You have not saved any credit card tokens yet.","You have not saved any credit card tokens yet."
Back,Back
"Opayo Fraud Notification","Opayo Fraud Notification"
"Transaction #: ","Transaction #: "
"Order #: ","Order #: "
"Opayo VPSTxId: ","Opayo VPSTxId: "
"Opayo Fraud #: ","Opayo Fraud #: "
"Recommendation: ","Recommendation: "
"Detail: ","Detail: "
"Provider: ","Provider: "
"Rules: ","Rules: "
"Card Information","Card Information"
Name,Name
Card,Card
Expiry,Expiry
CVC,CVC
"What is this?","What is this?"
Month,Month
Year,Year
"You will be redirected to the Elavon website.","You will be redirected to the Elavon website."
"Continue to Elavon","Continue to Elavon"
"Submit card","Submit card"
"You will be redirected to the PayPal website.","You will be redirected to the PayPal website."
"Continue to PayPal","Continue to PayPal"
delete,delete
"Use a different card","Use a different card"
"Do you wish to have your credit card details remembered for faster checkout next time?","Do you wish to have your credit card details remembered for faster checkout next time?"
"Place Order","Place Order"
"Add new card","Add new card"
"You will be using a new credit card.","You will be using a new credit card."
"Use a saved card","Use a saved card"
"A secure Elavon iframe will open for you to input credit card details.","A secure Elavon iframe will open for you to input credit card details."
Continue,Continue
"Payment not completed","Payment not completed"
"Your card data was sent, but it seems we had a problem processing your payment. Check the error message in our credit card form to see what happened.","Your card data was sent, but it seems we had a problem processing your payment. Check the error message in our credit card form to see what happened."
Ok,Ok
"Unable to initialize Opayo payment method, please use another payment method.","Unable to initialize Opayo payment method, please use another payment method."
"Tokenisation failed","Tokenisation failed"
"WARNING Disable dropin","WARNING Disable dropin"
"We don't recommend not using dropin, are you sure?","We don't recommend not using dropin, are you sure?"
"Disable Repeat Transaction setting","Disable Repeat Transaction setting"
"If you disable this setting the following settings will be disable SAVE CREDIT CARD TOKENS and REPEAT PAYMENT","If you disable this setting the following settings will be disable SAVE CREDIT CARD TOKENS and REPEAT PAYMENT"
"If you disable this setting the following settings will be disable SAVE CREDIT CARD TOKENS","If you disable this setting the following settings will be disable SAVE CREDIT CARD TOKENS"
"If you disable this setting the following payment will be disable REPEAT PAYMENT","If you disable this setting the following payment will be disable REPEAT PAYMENT"
"Enabling SAVE CREDIT CARD TOKENS setting","Enabling SAVE CREDIT CARD TOKENS setting"
"If you enable this setting the following settings will be enable ALLOW REPEAT TRANSACTION","If you enable this setting the following settings will be enable ALLOW REPEAT TRANSACTION"
"Enabling REPEAT PAYMENT","Enabling REPEAT PAYMENT"
"Are you sure you wish to delete this saved credit card token?","Are you sure you wish to delete this saved credit card token?"
"Unable to delete credit card token.","Unable to delete credit card token."
"Sage Pay Reports","Sage Pay Reports"
"Sage Pay Credit Card Tokens","Sage Pay Credit Card Tokens"
View,View
Delete,Delete
"Sage Pay Fraud","Sage Pay Fraud"
"Activate & Register your License & General Settings","Activate & Register your License & General Settings"
Debug,Debug
"Activate License Key","Activate License Key"
"Register License","Register License"
"Register and Activate your ebizmarts payment Suite","Register and Activate your ebizmarts payment Suite"
"Apple Pay, Google Pay & Wallets","Apple Pay, Google Pay & Wallets"
"Allow customers to do express checkout via Apple Pay, Google Pay and/or Stripe Link.","Allow customers to do express checkout via Apple Pay, Google Pay and/or Stripe Link."
Enabled,Enabled
"Configure Wallets","Configure Wallets"
"Pay by Link","Pay by Link"
"Customer receives an email afterwards to finalize payment from Stripe-hosted checkout.","Customer receives an email afterwards to finalize payment from Stripe-hosted checkout."
Title,Title
"Recover Failed Orders","Recover Failed Orders"
"Recover all your failed orders and boost your sales.","Recover all your failed orders and boost your sales."
"Secure PCI DSS compliant MOTO orders","Secure PCI DSS compliant MOTO orders"
"Send a MO/TO payment request to one of your available terminals.","Send a MO/TO payment request to one of your available terminals."
"License Key","License Key"
Vendorname,Vendorname
"Billing Name","Billing Name"
"Billing Email","Billing Email"
"Billing Phone Country Code","Billing Phone Country Code"
"Billing Phone Number","Billing Phone Number"
Currency,Currency
"Allow repeat transactions","Allow repeat transactions"
"Needed for repeat transactions and token functionality","Needed for repeat transactions and token functionality"
"Save Credit Card Tokens","Save Credit Card Tokens"
"Enable Order Sync By Cron","Enable Order Sync By Cron"
"Sync Attempts","Sync Attempts"
"Reporting API User","Reporting API User"
"Reporting API Password","Reporting API Password"
"Debug Mode","Debug Mode"
"Prevent personal data logging","Prevent personal data logging"
"3D Secure Authentication","3D Secure Authentication"
"Avs/Cvc Authentication","Avs/Cvc Authentication"
"Auto-invoice Authorized Orders with Low Risk of Fraud","Auto-invoice Authorized Orders with Low Risk of Fraud"
"The score that the defer order can auto invoice","The score that the defer order can auto invoice"
"Set on hold order until fraud result","Set on hold order until fraud result"
Basket,Basket
"Gift Aid","Gift Aid"
"Send email on automatic invoice?","Send email on automatic invoice?"
"If payment action is Authorize and Capture, an invoice confirmation email is sent","If payment action is Authorize and Capture, an invoice confirmation email is sent"
"Max amount of tokens per customer","Max amount of tokens per customer"
"Same site cookie value","Same site cookie value"
"Quote validator","Quote validator"
"Cancel Pending Payment Orders Cron","Cancel Pending Payment Orders Cron"
"Reporting API hashing algorithm","Reporting API hashing algorithm"
"Opayo FORM Integration","Opayo FORM Integration"
"Payment Action","Payment Action"
"Encrypted Password","Encrypted Password"
"Send Email","Send Email"
"Vendor Email","Vendor Email"
"Email Message","Email Message"
"Sort Order","Sort Order"
"Payment from Applicable Countries","Payment from Applicable Countries"
"Payment from Specific Countries","Payment from Specific Countries"
"Minimum Order Total","Minimum Order Total"
"Maximum Order Total","Maximum Order Total"
"Opayo Pi Integration (recommended)","Opayo Pi Integration (recommended)"
Key,Key
Password,Password
"Drop-in interface","Drop-in interface"
"Open 3D verification in new window","Open 3D verification in new window"
"Validate Challenge Url","Validate Challenge Url"
"Challenge Window Size","Challenge Window Size"
"Dimensions of the challenge window that has been displayed to the Cardholder.","Dimensions of the challenge window that has been displayed to the Cardholder."
"Opayo Pi Moto Integration (Backend Only)","Opayo Pi Moto Integration (Backend Only)"
"Opayo SERVER Integration","Opayo SERVER Integration"
"Low Profile Enabled","Low Profile Enabled"
"Payment pages layout","Payment pages layout"
"Opayo PayPal Integration","Opayo PayPal Integration"
"Billing Agreement","Billing Agreement"
"Force XML Basket","Force XML Basket"
"Opayo REPEAT Integration (Backend Only)","Opayo REPEAT Integration (Backend Only)"
"Transaction #","Transaction #"
"Order #","Order #"
"Opayo VPSTxID","Opayo VPSTxID"
"Fraud #","Fraud #"
Recommendation,Recommendation
Detail,Detail
Rules,Rules
"Opayo 3D Secure","Opayo 3D Secure"
"Opayo Address Validation","Opayo Address Validation"
"Opayo Postcode Check","Opayo Postcode Check"
"Opayo CV2 Check","Opayo CV2 Check"
Email,Email
"CC last 4","CC last 4"
"Created at","Created at"
"Expires at","Expires at"
"Payment Method","Payment Method"
Action,Action
